Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Mother's occupation,Father's occupation
1,15,1,Informatics Engineering,daytime,Secondary education,130.0,Santomean,38,3,137.0,yes,no,no,yes,1,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled,Unskilled Workers,Specialists in Intellectual and Scientific Activities
1,1,5,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,37,1,124.9,yes,no,no,yes,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,1,5,Nursing,daytime,Secondary education,132.0,Portuguese,37,37,120.3,yes,no,no,yes,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Veterinary Nursing,daytime,Secondary education,135.0,Portuguese,1,2,134.3,yes,no,no,yes,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
1,1,4,Nursing,daytime,Secondary education,115.0,Portuguese,3,3,111.5,yes,no,yes,no,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
1,53,1,Veterinary Nursing,daytime,Professional higher technical course,130.0,Portuguese,38,38,128.8,no,no,no,yes,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout,Unskilled Workers,Unskilled Workers
1,1,4,Animation and Multimedia Design,daytime,Secondary education,133.1,Portuguese,1,1,110.0,yes,no,no,yes,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,Unskilled Workers,Armed Forces Professions
2,39,1,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,37,37,113.5,yes,no,no,yes,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers"
4,39,1,Agronomy,daytime,Other - 11th year of schooling,133.1,Portuguese,37,37,160.0,no,no,no,yes,0,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,18,1,Basic Education,daytime,Secondary education,123.0,Portuguese,19,19,117.4,yes,no,no,yes,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,51,1,Communication Design,daytime,Secondary education,130.0,Portuguese,3,1,122.2,no,no,yes,yes,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers
1,1,2,Social Service,daytime,Secondary education,122.0,Portuguese,37,38,118.2,yes,no,no,yes,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Veterinary Nursing,daytime,Secondary education,113.0,Portuguese,1,1,106.7,yes,no,no,yes,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout,Administrative staff,Administrative staff
1,1,5,Nursing,daytime,Secondary education,111.0,Portuguese,3,4,108.2,yes,no,no,yes,0,0,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout,Administrative staff,Intermediate Level Technicians and Professions
1,17,2,Basic Education,daytime,Secondary education,133.1,Portuguese,19,1,107.0,yes,no,no,yes,0,0,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled,Unskilled Workers,Intermediate Level Technicians and Professions
1,1,1,Social Service,daytime,Secondary education,142.0,Portuguese,37,37,136.1,yes,no,no,yes,0,0,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen"
1,17,2,Management,daytime,Secondary education,123.0,Portuguese,1,38,115.3,yes,no,no,yes,0,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Veterinary Nursing,daytime,Secondary education,131.0,Portuguese,19,19,139.8,yes,no,no,yes,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,Unskilled Workers,Unskilled Workers
1,1,3,Journalism and Communication,daytime,Secondary education,158.0,Portuguese,1,38,157.0,yes,no,no,yes,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,2,Nursing,daytime,Secondary education,122.0,Portuguese,37,37,131.0,yes,no,no,yes,0,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout,Unskilled Workers,Unskilled Workers
1,43,1,Nursing,daytime,Secondary education,130.0,Portuguese,38,38,100.0,no,no,no,yes,0,0,20,0,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers"
1,17,1,Social Service,daytime,Secondary education,154.0,Portuguese,19,37,140.4,yes,no,no,yes,0,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Management,daytime,Secondary education,120.0,Portuguese,19,19,113.4,no,no,no,yes,0,0,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
1,1,2,Veterinary Nursing,daytime,Secondary education,140.0,Portuguese,37,38,137.0,no,no,no,yes,0,0,18,0,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Management,daytime,Secondary education,127.0,Portuguese,2,19,121.8,no,no,no,yes,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,17,1,Tourism,daytime,Secondary education,133.1,Portuguese,1,1,131.0,yes,no,no,yes,0,0,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,1,2,Management,daytime,Secondary education,120.0,Portuguese,19,19,118.6,yes,no,no,yes,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Animation and Multimedia Design,daytime,Secondary education,137.0,Portuguese,3,19,122.3,no,no,no,yes,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,Specialists in Intellectual and Scientific Activities,Unskilled Workers
1,1,1,Advertising and Marketing Management,daytime,Secondary education,131.0,Portuguese,38,38,127.9,no,no,no,yes,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,Unskilled Workers
1,1,1,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,19,38,121.3,yes,no,no,yes,0,0,19,0,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,6,Oral Hygiene,daytime,Secondary education,122.0,Portuguese,1,1,117.1,yes,no,no,yes,0,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,44,1,Veterinary Nursing,daytime,Technological specialization course,160.0,Portuguese,37,37,160.0,yes,no,no,yes,0,0,20,0,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate,Unskilled Workers,Unskilled Workers
1,1,1,Basic Education,daytime,Secondary education,146.0,Portuguese,19,38,145.3,yes,no,no,yes,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled,Unskilled Workers,Intermediate Level Technicians and Professions
1,17,3,Social Service,daytime,Secondary education,131.0,Portuguese,1,39,122.6,yes,no,no,yes,0,0,18,0,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions
1,17,6,Nursing,daytime,Secondary education,132.0,Portuguese,1,37,128.0,yes,no,no,yes,0,0,19,0,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate,Installation and Machine Operators and Assembly Workers,Unskilled Workers
1,1,3,Nursing,daytime,Secondary education,138.0,Portuguese,19,19,124.9,yes,no,no,yes,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers
1,17,2,Communication Design,daytime,Secondary education,130.0,Portuguese,37,37,123.7,yes,no,no,yes,0,0,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Unskilled Workers
1,1,4,Management,daytime,Secondary education,126.0,Portuguese,1,19,120.1,yes,no,no,yes,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate,Administrative staff,Installation and Machine Operators and Assembly Workers
1,17,6,Nursing,daytime,Secondary education,148.0,Portuguese,1,19,131.7,yes,no,no,yes,0,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
1,43,1,Social Service,daytime,Secondary education,130.0,Portuguese,38,37,133.2,no,no,no,yes,0,0,20,0,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Advertising and Marketing Management,daytime,Secondary education,117.0,Portuguese,1,38,109.3,no,no,yes,no,0,1,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout,Intermediate Level Technicians and Professions,Unskilled Workers
1,17,1,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,19,19,113.0,yes,no,no,yes,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,1,1,Journalism and Communication,daytime,Secondary education,153.0,Portuguese,1,1,157.9,no,no,yes,yes,0,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate,"Office workers, secretaries in general and data processing operators","Workers in food processing, woodworking, clothing and other industries and crafts"
1,1,2,Nursing,daytime,Secondary education,117.0,Portuguese,19,1,112.1,no,no,no,yes,0,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,18,1,Nursing,daytime,Secondary education,178.0,Portuguese,19,1,174.7,no,no,no,yes,0,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate,Administrative staff,Installation and Machine Operators and Assembly Workers
1,1,5,Nursing,daytime,Secondary education,129.0,Portuguese,37,37,128.8,yes,no,no,yes,0,0,19,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Unskilled Workers
1,1,6,Journalism and Communication,daytime,Secondary education,116.0,Portuguese,19,1,110.1,yes,no,no,yes,0,1,19,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate,Administrative staff,Administrative staff
1,51,1,Management,daytime,Secondary education,99.0,Portuguese,3,1,99.7,yes,no,yes,no,0,0,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
1,1,3,Social Service,daytime,Secondary education,135.0,Portuguese,1,12,121.0,yes,no,no,yes,0,1,19,0,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,Unskilled Workers,Armed Forces Professions
1,1,3,Nursing,daytime,Secondary education,141.0,Portuguese,19,19,131.7,yes,no,no,yes,0,1,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,5,Basic Education,daytime,Secondary education,132.0,Portuguese,37,38,119.1,yes,no,no,yes,0,1,19,0,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,1,4,Tourism,daytime,Secondary education,132.0,Portuguese,12,19,124.7,yes,no,no,yes,0,0,19,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,Unskilled Workers,Unskilled Workers
1,17,1,Tourism,daytime,Secondary education,113.0,Portuguese,1,37,117.2,yes,no,no,yes,0,0,20,0,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout,Unskilled Workers,Armed Forces Professions
1,1,1,Management,daytime,Secondary education,134.0,Portuguese,3,19,128.8,no,no,no,yes,0,0,18,0,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate,Specialists in Intellectual and Scientific Activities,Armed Forces Professions
1,1,1,Nursing,daytime,Secondary education,136.0,Portuguese,1,19,131.5,no,no,no,yes,0,1,20,0,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate,Unskilled Workers,Unskilled Workers
1,1,1,Animation and Multimedia Design,daytime,Secondary education,136.0,Portuguese,3,37,121.7,yes,no,no,yes,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers
1,1,1,Veterinary Nursing,daytime,Secondary education,129.0,Portuguese,1,38,123.4,no,no,no,yes,0,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Basic Education,daytime,Secondary education,138.0,Portuguese,38,38,124.7,yes,no,no,yes,0,0,18,0,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled,"Skilled Workers in Industry, Construction and Craftsmen","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,1,1,Basic Education,daytime,Secondary education,137.0,Portuguese,37,37,132.8,yes,no,no,yes,0,0,18,0,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Unskilled Workers
1,43,1,Basic Education,daytime,Secondary education,115.0,Portuguese,3,37,108.7,yes,no,no,yes,0,0,21,0,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers"
1,1,1,Basic Education,daytime,Secondary education,129.0,Portuguese,38,37,138.1,no,no,no,yes,0,0,19,0,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,1,1,Management,daytime,Secondary education,131.0,Portuguese,38,38,126.5,no,no,no,yes,0,1,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate,Unskilled Workers,Unskilled Workers
1,17,2,Social Service,daytime,Secondary education,133.0,Portuguese,1,37,127.4,yes,no,no,yes,0,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers
1,1,3,Social Service,daytime,Secondary education,125.0,Portuguese,19,1,123.6,yes,no,no,yes,0,0,20,0,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,Armed Forces Professions
1,39,1,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,1,19,122.0,no,no,no,yes,0,1,24,0,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Installation and Machine Operators and Assembly Workers
1,1,1,Advertising and Marketing Management,daytime,Secondary education,128.0,Portuguese,19,1,118.2,no,no,no,yes,0,0,19,0,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
1,1,1,Nursing,daytime,Secondary education,127.0,Portuguese,19,37,123.9,yes,no,no,yes,0,1,18,0,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,2,Nursing,daytime,Secondary education,134.0,Portuguese,19,19,125.8,yes,no,no,yes,0,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,Unskilled Workers
1,17,5,Basic Education,daytime,Secondary education,132.0,Portuguese,12,12,123.3,yes,no,no,yes,0,0,21,0,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout,Administrative staff,Administrative staff
1,17,2,Advertising and Marketing Management,daytime,Secondary education,124.0,Portuguese,1,19,124.4,no,no,no,yes,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,"Personal Services, Security and Safety Workers and Sellers",Administrative staff
1,17,1,Journalism and Communication,daytime,Secondary education,133.1,Portuguese,19,37,126.0,no,no,no,yes,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
3,39,1,Agronomy,daytime,Secondary education,170.0,Portuguese,1,37,170.0,no,no,yes,yes,0,0,47,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,17,3,Social Service,daytime,Secondary education,125.0,Portuguese,19,19,121.5,no,no,no,yes,0,0,19,0,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers
1,39,1,Nursing,daytime,Higher education - degree,130.0,Portuguese,2,2,130.0,no,no,no,yes,0,0,29,0,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
1,43,1,Social Service,daytime,Secondary education,125.0,Portuguese,19,19,117.0,yes,no,no,yes,0,0,21,0,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout,Administrative staff,Installation and Machine Operators and Assembly Workers
1,39,1,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,37,19,130.0,yes,no,no,yes,0,0,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,2,Oral Hygiene,daytime,Secondary education,133.1,Portuguese,37,37,108.0,no,no,no,yes,0,0,20,0,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate,Intermediate Level Technicians and Professions,Armed Forces Professions
1,17,1,Nursing,daytime,Secondary education,131.0,Portuguese,2,38,132.3,yes,no,no,yes,0,0,19,0,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,42,1,Social Service (evening attendance),evening,Secondary education,150.0,Portuguese,19,2,148.0,no,no,no,yes,0,0,26,0,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,17,2,Tourism,daytime,Secondary education,125.0,Portuguese,37,37,122.6,yes,no,yes,no,0,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,1,1,Advertising and Marketing Management,daytime,Secondary education,131.0,Portuguese,37,37,123.0,yes,no,no,yes,0,1,18,0,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled,Unskilled Workers,Unskilled Workers
1,39,1,Basic Education,daytime,Secondary education,130.0,Portuguese,37,19,102.5,no,no,no,yes,0,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers"
1,1,2,Nursing,daytime,Secondary education,123.0,Portuguese,34,34,113.3,yes,no,no,yes,0,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout,Other Situation,Other Situation
1,1,5,Basic Education,daytime,Secondary education,141.0,Portuguese,37,19,133.0,yes,no,no,yes,0,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers"
